Genre1 Partner1 rating,Genre1 Partner2 rating,Genre2 Partner1 rating,Genre2 Partner2 rating,Genre3 Partner1 rating,Genre3 Partner2 rating,Compatibility (0-1)
4,6,0,3,7,4,0.8854301137632116
9,9,6,3,3,7,0.870035465304224
4,7,3,7,1,3,0.836099030581557
2,3,8,5,5,2,0.8532371976798958
2,8,3,0,2,0,0.6952952665367313
6,6,5,5,0,4,0.8970364412793058
3,7,6,5,2,4,0.844003103270618
3,7,5,4,4,7,0.8018579477740088
3,9,9,9,8,2,0.5333833876577704
6,1,1,0,6,6,0.8158984321514088
8,9,9,9,3,4,0.9792532568898111
6,7,2,6,3,7,0.7903712221448014
3,3,2,0,7,2,0.8420175779886009
0,7,7,3,6,6,0.584271587797231
1,4,9,5,6,3,0.7770902615166895
6,1,1,4,1,9,0.47622685983873586
1,9,3,5,5,7,0.6369156206828487
3,9,4,0,5,9,0.614928663043629
5,6,6,3,8,2,0.6810857868646287
7,1,5,4,3,5,0.7579632813728694
6,3,0,9,9,2,0.30496489202900606
3,6,6,7,2,9,0.5871224790214079
9,6,7,4,6,1,0.7128288567341995
9,4,9,1,9,5,0.4400811662768318
8,3,8,7,8,6,0.808242680172558
9,8,7,0,6,7,0.6333593324203749
2,7,8,9,9,8,0.8239240201509436
2,3,4,5,8,9,0.9736151468260085
4,4,2,8,7,7,0.7924856498854463
7,7,6,0,0,2,0.7576766107078575
8,4,7,6,8,7,0.8735357286153522
8,2,3,3,4,9,0.6408461366416847
2,6,8,9,2,2,0.8926105900243257
6,3,6,4,5,8,0.8733235893727338
3,0,8,2,5,7,0.738673613101083
3,2,4,8,8,9,0.9020299362089206
8,0,0,2,3,4,0.5677961253844112
0,4,6,4,0,6,0.6525232903313649
2,1,5,1,6,8,0.8435678023661116
8,5,1,5,0,4,0.7271411589856017
6,2,8,5,5,3,0.8298272258254992
2,2,1,0,6,4,0.9715102981899361
9,2,6,8,1,3,0.7205454700964612
6,9,0,1,2,2,0.9242003350801553
1,1,8,6,2,7,0.8312487460084346
8,5,0,6,7,4,0.6264541223030947
9,7,2,6,5,9,0.7824964868675818
0,1,4,8,4,7,0.8060186275932026
5,4,4,3,8,8,0.9881834554610816
6,8,1,1,6,9,0.9113908262250532
7,2,2,9,1,5,0.5195340157567637
9,0,4,7,0,4,0.34968502859714506
2,5,8,7,2,8,0.7818761033356306
3,2,4,2,2,7,0.8002036438076255
4,3,0,5,8,1,0.5865869805266744
5,3,3,9,9,3,0.5938140177003578
1,8,1,1,2,8,0.5498414096198553
9,2,2,8,4,1,0.5582438916916913
0,5,3,6,8,9,0.7204178684825746
4,2,2,5,9,2,0.5706963946281867
3,7,7,1,7,2,0.5102630657647417
7,3,5,6,4,2,0.8869527488210539
3,3,1,7,6,7,0.776722415028876
7,0,2,7,3,6,0.4812081994726785
0,6,8,0,1,6,0.34957090781101086
9,7,2,6,4,3,0.8750820541446702
0,5,4,9,0,0,0.6748235653930585
6,0,8,9,3,0,0.7028706494007979
5,2,2,8,2,7,0.6002567974828414
9,4,0,1,3,4,0.8096431575863303
3,9,3,7,8,9,0.7160944807325857
5,4,8,4,0,7,0.5666684962248747
7,0,0,2,7,4,0.6217316664721333
9,6,3,0,6,0,0.6477543041164285
1,6,7,8,3,4,0.7939457506447546
7,6,5,5,1,3,0.9666511853484622
5,4,4,2,3,1,0.935466388125185
1,6,9,0,1,1,0.4021750276422025
0,8,6,5,8,2,0.39327867169015907
8,3,5,7,1,7,0.6444497254641214
2,8,2,3,6,9,0.7679622463782699
1,6,7,4,9,2,0.5482518075170597
8,4,0,8,6,9,0.5283100534910397
0,1,6,7,4,8,0.9044746312189494
0,0,5,7,5,0,0.7784895141927644
9,2,9,8,3,2,0.6884772952582342
6,1,3,3,5,8,0.8333244263637941
9,7,5,5,2,1,0.9795439387318121
5,1,9,0,0,6,0.3378833884380355
8,8,9,6,4,9,0.8116984623745813
0,5,9,1,0,2,0.4423305645791109
4,2,4,7,5,2,0.8576681668556447
7,7,4,6,6,0,0.7730685774919404
0,9,3,1,5,7,0.49188401192131326
6,5,0,4,3,2,0.8326699538904594
1,4,3,7,3,4,0.8898266061950719
3,4,4,5,8,5,0.9486297129667762
7,2,0,5,3,2,0.7047855037187264
6,5,9,2,9,4,0.5804953803300525
0,2,1,0,7,1,0.7665675904299625
0,4,5,1,0,2,0.7893038638888757
0,0,8,5,0,0,0.9303438833425477
4,4,4,6,3,1,0.9643347344761365
0,7,3,2,4,8,0.6107111707104502
3,7,7,9,9,9,0.8538744333918297
2,8,4,2,7,9,0.7230633703321868
1,0,7,6,7,9,0.9581878001909789
1,9,5,8,5,8,0.4638757803241761
9,9,7,9,1,0,0.9739515935056955
8,8,8,8,1,8,0.6953466302565714
2,5,2,8,4,9,0.5824387286578064
0,5,7,6,0,7,0.553596752103553
8,7,2,3,3,0,0.9559331633931886
6,4,4,0,3,7,0.7536439832100822
4,5,2,7,4,4,0.8255977952016768
1,4,2,6,6,4,0.8249681445174282
2,1,2,5,3,8,0.763936165414552
3,5,8,3,9,5,0.6737782207182149
1,7,2,5,1,7,0.5727105521224047
5,2,1,4,8,9,0.8788268644610132
0,5,7,8,1,2,0.7841718147719162
0,9,8,5,7,8,0.5432514142904674
9,3,1,0,9,8,0.7692534596414993
2,1,2,6,4,3,0.9090124552506077
7,6,1,8,2,2,0.7339367844605739
9,7,8,3,4,4,0.7864518636851373
2,1,2,1,6,4,0.9652921826615896
6,1,9,6,1,1,0.8055645239029205
6,6,7,6,1,4,0.9382414110987951
4,8,3,2,6,6,0.8950470874425438
3,4,7,2,6,2,0.7766546201502278
8,8,0,3,2,2,0.9633848727960675
9,8,5,0,4,0,0.752866594471323
4,9,6,3,5,3,0.767312990637095
1,8,1,2,7,3,0.600484503056253
0,9,4,7,2,7,0.3385063226418642
1,5,9,9,2,6,0.8346286315601398
6,2,8,1,9,3,0.4093640548253011
2,3,1,5,8,6,0.8939931789637924
6,2,2,4,1,1,0.8469201330321546
8,6,1,0,5,9,0.911062255589607
0,7,9,1,6,0,0.25268884978871914
6,8,4,8,3,5,0.8276704964110643
9,7,6,9,5,5,0.8997675837391216
2,9,3,1,0,3,0.617815590609042
0,2,4,4,2,3,0.9711535069131969
3,3,9,1,6,2,0.5213991983730386
2,1,9,3,5,7,0.7537927902819253
9,7,9,1,9,0,0.227193141746984
8,5,7,3,6,0,0.6413482595804757
9,6,9,4,0,3,0.7715378093169881
0,6,3,9,0,7,0.36293185362382757
7,2,0,3,3,5,0.8321622592435236
5,3,5,9,6,1,0.751576229981898
5,7,8,6,3,2,0.9164125613441956
4,7,4,3,7,9,0.9127848186272516
6,0,1,7,6,3,0.5053950928360474
8,9,2,2,6,7,0.9864589210365711
3,2,6,3,1,8,0.6189997287583359
8,0,9,2,2,1,0.3172527370721496
6,8,8,6,4,9,0.7598011594825914
5,7,6,0,3,7,0.7000246045708175
9,2,5,4,0,4,0.6014396956887458
4,5,3,9,3,1,0.764921837312184
4,6,2,2,0,5,0.8315940278120388
8,5,6,9,6,5,0.9079355249745789
9,0,7,3,8,3,0.33688552957727347
2,5,5,3,1,5,0.8147488240310751
5,9,9,6,8,4,0.7720232224215803
4,7,0,6,2,2,0.6635448522058952
3,3,3,7,5,6,0.9019191607229186
3,4,4,9,0,7,0.5275317623969625
9,4,9,9,9,5,0.795703592172873
2,9,4,1,3,6,0.6615037093865787
3,5,2,3,9,7,0.9476679507880071
0,0,9,1,3,9,0.4207703131101648
8,1,5,8,4,7,0.6022852093583383
7,1,3,7,9,7,0.5835067534474988
8,1,4,9,1,7,0.40933332517350146
7,3,6,0,5,2,0.6408727671474661
7,3,3,6,4,6,0.8000776103857405
5,9,9,5,3,6,0.7981929124900436
7,5,3,4,6,4,0.9392407860495354
7,9,5,6,0,3,0.8972890369378828
6,0,8,8,2,6,0.7495480733238459
7,3,0,8,5,0,0.3790565198968152
9,9,0,7,5,1,0.6402692468568039
0,3,1,3,5,6,0.8746207299609486
8,5,8,4,1,9,0.5161465697512088
5,8,7,8,3,0,0.898133684660933
3,5,8,0,2,9,0.35530468570612983
2,6,1,2,3,5,0.8942903018712208
4,0,0,5,1,8,0.4714395036008871
3,3,6,0,0,6,0.5354165080199949
1,4,6,2,3,0,0.7482905723034408
6,4,1,3,3,8,0.7924659528698179
2,2,0,3,7,6,0.9035584979435933
7,4,5,2,0,0,0.9008353451500366
4,8,3,0,0,0,0.8097477924662911
9,6,3,6,2,8,0.6888974839595322
9,1,0,1,6,8,0.5794736476275953
8,7,4,6,2,5,0.8857632010729115
0,0,4,4,2,2,0.9940327041359214
7,3,6,2,1,0,0.8061604859734394
4,0,7,0,8,1,0.4324155872585655
7,3,2,6,3,2,0.7852296243686055
1,5,5,8,5,6,0.8500883913443043
3,8,4,1,6,0,0.6404921937963162
0,9,6,8,8,8,0.5366754067883881
6,5,5,1,3,5,0.8814936365395476
9,9,6,7,8,4,0.8726073856682234
6,3,8,6,2,0,0.9153048482887077
7,2,7,0,1,2,0.5408056209575419
5,1,4,2,5,9,0.7674147653223133
2,9,9,3,1,1,0.5211656337415758
5,9,0,9,1,0,0.4408306996330968
2,0,9,9,3,5,0.9271075251865492
9,2,2,5,0,6,0.4204402245643812
6,9,0,5,9,2,0.5149307930106354
2,7,2,0,7,8,0.8215555530714695
4,2,5,3,9,3,0.7413136999827248
1,0,2,6,7,3,0.77199484396771
2,2,5,0,0,5,0.6744162027186377
3,4,8,0,4,9,0.49543273606445726
2,8,9,9,7,6,0.7397893802981219
8,2,1,0,7,9,0.7151919893675489
7,8,0,6,3,6,0.6848396306857492
9,1,0,1,5,9,0.5519458201497639
6,8,1,5,0,9,0.4233417035976394
7,0,5,8,3,2,0.6726667982577728
9,0,0,7,5,0,0.24922685884212578
6,2,6,5,8,8,0.8876926715620621
5,5,5,7,6,8,0.9446974493861939
7,5,9,7,3,4,0.9757824098243629
8,7,8,2,6,3,0.724744945827846
6,6,4,5,2,7,0.8475910550407091
4,1,4,8,0,6,0.5658055451558096
4,6,9,7,0,0,0.9319303560869776
0,1,0,6,5,5,0.7443862398320167
5,8,4,2,3,3,0.9213705935503212
3,9,7,5,4,2,0.6669430648855741
0,8,6,9,7,7,0.5696620276924212
7,6,1,1,2,1,0.9792370083222102
0,0,6,5,4,9,0.8483415217815542
7,4,3,9,1,2,0.7304922694563688
7,8,0,3,4,9,0.7855318389876829
0,6,3,0,1,5,0.6516322456337326
8,9,4,9,9,8,0.8419443175731518
6,5,7,8,6,2,0.9051027444067753
5,4,7,2,8,1,0.5046761619387748
4,4,8,1,0,7,0.45747637733403806
1,6,2,3,3,6,0.8029398411062603
8,6,4,0,5,9,0.7755740706801728
1,4,6,3,4,3,0.8951443742974595
3,5,4,2,8,6,0.9174772536807893
7,1,8,5,2,9,0.5052766030751473
9,1,2,1,5,3,0.5994451100484232
7,2,9,7,2,2,0.7985856977697321
6,8,0,1,0,7,0.6312167649732793
5,9,9,8,8,6,0.8508952388676863
0,0,3,7,9,8,0.932037580434822
7,9,0,1,7,0,0.6453938165621116
2,9,8,3,2,4,0.5050521249573562
2,6,2,2,0,7,0.669905866532671
3,3,7,9,0,9,0.5204365726155489
9,7,0,9,9,2,0.32889171904140313
9,9,5,0,0,6,0.6057223511319046
4,8,9,3,3,7,0.6134305621470567
9,5,5,6,4,6,0.8827770604143619
5,7,4,4,8,8,0.9834211100783659
3,1,6,1,1,7,0.5511593484053198
9,9,7,8,2,5,0.9455897234882643
1,6,6,4,7,3,0.7353465090054804
9,3,4,1,7,3,0.602152325562701
0,6,8,4,0,8,0.3313076921178642
2,0,7,8,6,7,0.9700183899531563
5,4,3,1,2,4,0.9249218860833142
1,4,7,8,4,2,0.9081232333217257
8,3,4,0,2,4,0.6658626341939318
0,0,8,5,8,0,0.556500436038081
4,7,6,8,8,1,0.6330120625653747
4,3,6,8,1,0,0.9431216388099011
8,7,5,0,3,3,0.8450997861614005
8,8,4,1,1,6,0.7952428740507606
5,1,8,6,8,5,0.8640147867103423
9,2,4,7,3,6,0.632861236071094
4,3,9,5,5,4,0.9023369613854307
2,6,1,6,0,3,0.6855980216998326
1,6,8,5,8,1,0.5753565463107967
0,7,4,1,1,3,0.6275786165894482
3,3,8,4,0,3,0.8511793845862752
5,8,8,2,7,8,0.6873537382297826
1,6,3,4,2,3,0.7899768535075842
2,8,1,0,4,0,0.6486802719918144
7,3,6,2,6,4,0.8328248684104625
6,8,2,8,5,3,0.7791465939140809
2,3,9,9,4,2,0.9813960271188895
5,3,4,6,5,1,0.8382185313703805
7,8,4,2,3,7,0.88196338364266
6,2,0,6,3,3,0.7268196023600744
8,1,0,3,7,1,0.4617942540034415
8,8,5,3,7,0,0.6992967126617321
0,0,7,6,1,5,0.861440373165808
2,3,3,6,3,4,0.9260261251324448
1,6,1,0,5,3,0.7572669326283298
9,2,9,7,8,9,0.6245779752944755
4,8,1,5,1,5,0.7020418809453862
3,7,9,4,8,8,0.7704199661496755
7,3,1,8,6,1,0.5384514965883656
2,3,7,0,4,0,0.5852307076726458
0,0,6,1,8,5,0.7566928621655856
0,5,0,9,9,4,0.2965067750436557
0,4,7,5,9,0,0.4583044994240861
6,3,5,2,5,1,0.7481035557583657
6,0,8,5,1,6,0.6198187010671963
0,0,3,6,5,9,0.8747904984693431
3,2,7,3,1,2,0.8888801722532008
0,6,4,1,8,2,0.4935393408125661
5,2,3,2,8,9,0.9065030488175323
0,4,3,1,7,9,0.8306291780644173
7,4,1,9,6,2,0.4055909981193727
0,7,9,7,5,4,0.648072386579751
3,4,7,0,8,7,0.7037925384368323
3,5,0,4,9,5,0.7816166696441041
8,9,4,9,1,7,0.6127660482627746
8,6,2,1,7,9,0.9160977246598007
6,6,7,2,9,1,0.4370802676825476
8,4,8,4,7,7,0.8120286447767348
2,5,5,6,5,9,0.8106448195010406
8,7,0,5,5,8,0.790098718070278
2,2,3,1,3,0,0.9408225364306032
1,9,8,8,9,8,0.6690897603241617
0,9,3,0,5,4,0.4049558612237697
5,9,0,8,5,8,0.45597311591496537
3,8,6,1,7,2,0.5913827902343235
3,1,3,9,4,5,0.7902405978237658
4,9,5,0,2,0,0.6531028385535581
9,7,9,8,7,9,0.9473034577090187
8,0,4,4,2,3,0.6284932994843184
6,6,5,0,5,5,0.8140394171694719
0,5,3,8,3,7,0.5884760781487832
0,7,2,3,6,2,0.608096506468735
9,8,4,6,2,1,0.9732306140191535
8,3,4,0,4,1,0.7556212033155526
4,9,4,3,2,9,0.5731234372224686
4,2,9,7,9,8,0.9577224159525385
1,5,5,0,8,2,0.589505042424296
5,6,0,9,6,9,0.5350599484798564
9,6,7,7,2,3,0.9529355874298224
7,2,7,9,9,8,0.8184421953505806
3,5,2,6,9,0,0.43429820037793637
4,8,4,3,6,5,0.8739233965957858
2,3,0,7,0,3,0.6906132434731019
9,2,7,6,6,8,0.6301460279501524
5,4,3,7,9,0,0.4653978031773088
7,0,7,3,6,6,0.6180062686339161
0,8,3,4,5,9,0.567768339932448
4,1,1,7,7,2,0.5590495158915371
2,4,6,2,9,1,0.4574904808005823
7,9,1,0,8,7,0.9797574648908391
5,6,0,1,1,3,0.9615047832762664
3,7,1,2,3,5,0.8381929782019488
0,7,8,4,2,6,0.47832427979933173
7,7,8,0,0,0,0.6244219338580234
5,4,3,7,3,3,0.9228107317812007
3,4,4,4,9,0,0.5101770576914092
2,3,7,8,8,1,0.7003042157752324
1,0,3,0,1,9,0.6288788167315399
0,8,7,7,5,1,0.5447022904792047
4,0,8,1,8,6,0.5380479098290095
0,7,0,5,3,9,0.47405844508559986
6,3,1,0,2,9,0.5778177410983396
0,3,7,3,9,4,0.7153214057034247
0,7,5,7,9,9,0.756318112921615
0,9,8,6,0,2,0.5495741661125512
6,0,0,1,1,9,0.40414730337167093
1,4,3,4,3,4,0.9256571532274187
0,1,0,7,3,9,0.4565868175023427
8,5,2,3,3,8,0.7279631976407359
0,0,9,1,5,7,0.6112750540980016
1,4,3,0,8,9,0.8870736171536032
3,7,4,5,9,1,0.5597461272556112
6,0,5,5,4,1,0.7164807362175015
8,2,9,2,6,1,0.3766735260362443
1,9,9,6,1,5,0.4424708774927195
5,6,5,9,6,7,0.862992695204799
3,5,5,6,9,8,0.9721285708290296
7,1,5,5,2,7,0.605867871408849
1,5,7,8,8,8,0.9124073189354625
3,2,2,4,5,1,0.8979979665719262
6,9,2,0,6,6,0.9272214725095561
7,9,9,2,4,2,0.6641063393130014
7,0,7,5,8,2,0.5212383622434092
8,7,0,9,1,4,0.4464071596629859
8,2,4,4,3,8,0.6207156834745703
5,2,2,7,0,5,0.6436013820471638
9,6,3,9,2,3,0.7392051082570298
8,0,6,1,6,5,0.5079810365450629
9,5,1,2,7,6,0.9074565368133292
8,2,3,0,3,7,0.6055275172571049
6,9,0,9,7,0,0.35379737858817306
8,2,7,3,5,0,0.5273380044355129
8,2,4,5,1,6,0.7115875771224546
9,9,8,4,6,4,0.8792066836719046
4,7,1,8,5,4,0.6298503634856646
6,7,7,6,8,2,0.7301585385442425
4,9,8,2,8,4,0.5339318196385736
4,5,5,4,4,0,0.8589518507829801
1,5,8,7,4,5,0.9038792068192324
8,4,9,2,4,2,0.5366320969485125
0,0,5,8,2,8,0.7377210965947112
9,7,7,4,7,2,0.7717198508997427
8,7,1,3,8,0,0.5566146163181013
5,8,8,9,1,7,0.7286585603139342
4,5,1,9,9,4,0.44298775592019274
2,3,2,9,4,4,0.7077383488838831
9,0,7,9,1,6,0.38745407669470683
6,9,8,2,5,9,0.6172250240095036
9,7,4,2,7,2,0.8518491442030754
9,1,8,9,4,3,0.561202499017617
6,5,6,5,2,7,0.8195385004204979
0,6,7,0,5,2,0.41487841536607517
8,8,2,5,0,3,0.8708576728745644
4,2,4,7,8,4,0.8467200852029217
7,1,4,8,4,6,0.6573955434177717
6,9,6,2,0,6,0.614939385297533
4,3,3,6,2,7,0.825372937508891
4,2,5,4,7,8,0.9711280365778229
8,4,1,8,9,9,0.5971262240041301
6,5,4,5,7,3,0.9228107500912187
5,5,3,8,2,0,0.7488905143256005
2,0,0,7,9,3,0.5258761214112323
7,7,5,8,0,4,0.8172571945715302
4,7,9,3,7,3,0.5679893839602309
8,3,9,1,4,9,0.4063370509434251
8,3,7,7,6,9,0.8209753007781562
8,6,0,0,8,4,0.8462068782468145
8,0,0,0,4,0,0.529251197783025
8,7,1,4,2,7,0.7705118107098895
2,4,8,7,6,9,0.9227845372483519
7,6,0,8,7,7,0.5897307961117985
0,1,0,7,1,5,0.6672298794763168
2,3,9,1,5,7,0.5702052575246396
6,6,6,4,6,8,0.9446864105357232
0,1,1,8,6,2,0.6517609347873522
1,8,8,0,1,3,0.2958811273327653
3,1,9,5,7,2,0.7299524257425569
2,6,3,9,8,8,0.6436403362263695
0,4,0,7,1,9,0.3534995283480665
5,2,8,0,0,5,0.4503030003554105
1,6,1,2,5,7,0.8101329188372548
1,9,1,9,4,1,0.27897441606262474
0,7,0,3,8,6,0.6568954001104667
2,8,2,7,7,0,0.4051784833646035
3,8,2,9,6,2,0.47234526346270916
1,3,1,6,4,8,0.7672605388874423
8,8,0,9,2,1,0.5564509106668658
6,4,2,2,5,3,0.9385361757844157
9,3,3,7,8,8,0.6648826551309104
4,2,0,7,4,1,0.6469247486189799
6,5,9,6,0,6,0.7415602475325559
2,7,8,7,8,4,0.7241165164980731
5,3,4,1,4,8,0.8252412763486795
1,8,3,1,8,5,0.6461595363995826
5,6,5,9,9,1,0.5016120461168623
0,7,6,6,2,1,0.7492079498111643
7,8,9,4,6,1,0.7159068330072138
9,3,4,8,6,4,0.6682572581021023
3,1,8,9,5,0,0.8071291837827697
5,7,9,6,4,6,0.8914875740782127
1,4,4,2,1,0,0.9301044540401184
3,5,8,0,9,4,0.5235981986277172
9,7,8,2,3,8,0.6297019310265201
7,4,0,6,9,8,0.6894461389078487
7,9,9,0,0,7,0.27351802499753153
2,9,0,0,3,9,0.5389919713495033
5,5,4,9,7,7,0.8091081420782111
2,1,1,6,6,2,0.7798229048163299
2,5,2,3,5,3,0.9143755387659911
1,2,3,4,1,9,0.5358692780295498
0,5,7,3,1,6,0.6060925942660856
7,5,7,9,3,8,0.7641036533195139
0,1,8,6,1,4,0.9172711048369426
3,2,3,6,0,9,0.4828483962658432
7,3,3,9,4,2,0.7212975481479937
6,8,4,6,4,3,0.918100303458208
1,5,0,7,5,4,0.5566994752144693
0,2,6,2,3,3,0.819009185326221
6,4,4,6,4,6,0.9129408397530685
4,5,6,4,6,7,0.9598273394274639
1,2,8,3,4,3,0.8543998708366
4,7,2,6,8,7,0.8503622160122021
9,1,7,8,9,9,0.6114144412075171
5,2,9,5,0,2,0.7635001400983769
3,0,0,6,6,8,0.6405945392052306
9,4,4,2,0,9,0.4218907358657526
0,9,2,1,0,7,0.3267434161067634
9,4,8,5,3,0,0.6817558837467019
4,3,4,4,9,3,0.818884966088301
4,3,3,3,4,9,0.8851453755517984
2,0,6,1,1,5,0.7377350081742887
7,8,3,2,1,2,0.9777874785126038
5,7,2,4,2,0,0.9143098109889518
3,7,1,3,2,1,0.8151742155224221
3,1,2,7,8,7,0.8121061232044996
2,0,2,4,4,4,0.9498178741302554
7,2,2,4,5,7,0.7823854886544364
2,9,6,4,1,5,0.5747639740848679
6,7,5,5,6,7,0.9926113192001936
5,6,5,3,1,4,0.9244283444565369
5,0,9,7,9,9,0.7930123512726626
7,5,3,9,8,9,0.679414143709981
4,4,0,8,8,3,0.4421151283189621
3,6,8,7,6,6,0.9277254684789004
9,7,0,9,5,2,0.4659347083419714
2,9,8,1,1,6,0.3726577598469603
7,2,2,1,6,2,0.7350135342138054
2,0,9,0,0,8,0.27099201522199884
8,3,0,7,5,0,0.4084050912879177
7,1,4,2,5,7,0.681048320498819
5,7,9,5,1,9,0.4804797148510932
0,8,5,3,4,4,0.5788867289562782
2,8,3,4,1,9,0.4309997797072776
5,1,0,8,1,0,0.5372455989547116
3,9,3,8,4,3,0.6457936436604866
7,6,0,5,9,1,0.5517768775369915
9,6,8,1,2,9,0.37572037964546207
3,3,6,7,3,5,0.9536065410080001
5,8,3,0,8,7,0.9030393813451681
2,2,1,4,6,5,0.9475036006353251
8,6,9,8,8,9,0.9556010953556409
5,7,8,6,7,0,0.6735845443528722
5,6,8,5,2,8,0.7406027200397861
7,4,8,4,3,2,0.8420340065891174
0,5,6,2,8,3,0.5848302032470207
6,4,6,9,0,4,0.7935483750273515
1,3,1,7,4,9,0.6064002074878333
5,0,6,8,4,1,0.7199989286472077
0,4,6,8,0,5,0.6932210848402425
1,9,7,3,9,7,0.5115096997016786
7,7,0,1,4,2,0.9590264959783825
8,3,7,7,9,0,0.40638422333361857
4,4,6,8,8,4,0.8996442129323631
9,8,6,0,9,0,0.3950839729377828
9,6,9,0,3,8,0.40465488283062917
7,7,7,3,1,1,0.854521870914466
7,1,9,8,2,9,0.5770493171136345
5,4,9,3,5,0,0.6453368117005508
4,9,8,4,7,7,0.7566854052194374
1,3,2,2,5,2,0.905127936676459
7,7,8,0,8,0,0.36278012464835174
2,6,7,8,3,4,0.9188708300545404
2,9,3,9,5,2,0.41130544198173674
3,7,1,4,4,6,0.8324276447830056
0,4,2,7,7,1,0.5799384611179559
8,2,9,9,6,6,0.8129334364096662
0,9,9,7,4,4,0.4922184349355348
8,6,7,1,3,6,0.6973605395000114
9,4,3,8,8,1,0.4302970874860725
0,0,3,9,0,9,0.3795697799286759
0,5,8,5,6,1,0.670730189788158
5,4,0,6,7,6,0.7976040193217523
4,2,9,5,6,4,0.8612494396094335
1,6,7,9,4,7,0.7133958398797727
5,1,7,1,4,0,0.5682862739370798
0,5,3,1,7,2,0.6975871975934057
4,4,0,1,2,7,0.8090551881088718
8,2,1,0,6,2,0.6978841646664123
4,9,6,0,1,6,0.5918479475431395
3,0,3,8,7,7,0.811913275811211
9,5,1,6,9,4,0.6169700818457788
7,9,0,4,4,9,0.7464714403741662
9,1,9,0,6,9,0.26103865298601386
0,2,8,6,3,7,0.8496221073393891
2,3,6,8,4,8,0.8101729723351186
9,5,1,7,1,8,0.4306098823999741
8,6,7,8,0,9,0.5615251003090607
7,7,0,7,3,0,0.6379587282805221
7,9,3,0,3,6,0.8697635238128938
3,8,0,0,1,7,0.6584936330152249
3,4,1,9,5,4,0.5959848478223492
9,3,3,4,5,9,0.6662485535544561
1,4,2,9,9,2,0.4830941510442458
8,5,4,1,9,1,0.5436406835676313
4,9,1,9,2,6,0.44702178887360555
4,5,6,4,3,3,0.980245091765224
8,9,6,7,9,5,0.9198111537586395
5,8,5,1,2,1,0.8587503815541384
7,8,6,6,1,8,0.7207734577318785
5,8,7,1,4,5,0.7124455275775241
6,1,9,3,2,4,0.5819696124696097
9,6,8,0,3,2,0.5669246343451476
7,2,1,4,8,4,0.7168370432670182
2,1,8,3,4,4,0.8029977244541622
7,4,2,2,4,0,0.8653963610200378
7,2,0,0,1,6,0.7323965120209305
3,3,8,6,1,0,0.9783354356328795
2,4,1,2,0,5,0.7825085815565069
3,7,3,5,9,6,0.8231113805069532
5,3,8,1,2,0,0.6660909442346539
3,9,2,6,7,5,0.6633304922020095
5,4,4,6,9,9,0.9649862028867593
7,1,4,9,4,9,0.5382566707681685
0,4,8,8,3,7,0.8064727970874617
7,1,5,3,2,8,0.6178192081672669
2,4,9,5,3,7,0.8228868723665279
4,9,2,7,1,5,0.6383632725730531
0,0,8,7,7,1,0.7773123238690819
8,9,7,3,2,9,0.632557346038911
6,2,1,7,7,2,0.5796069356460486
2,0,5,9,1,7,0.6710663923901564
2,3,3,0,4,3,0.903426693336452
4,8,4,1,2,6,0.7165646755692936
4,0,8,5,9,8,0.9094453151919647
9,5,8,6,5,5,0.8979421555209511
8,4,7,8,0,6,0.6835468634418432
2,2,6,3,1,1,0.9578754332525591
7,7,0,4,1,3,0.8983421205762822
5,7,4,6,0,3,0.8804010565780779
4,8,3,7,3,9,0.574722730254694
8,5,4,0,7,1,0.6706021973054195
6,1,9,1,7,2,0.4160514376963657
6,0,0,0,5,6,0.7349817969510787
1,5,0,8,9,0,0.23541928709167426
2,1,4,0,3,8,0.7713418636981569
7,2,9,6,5,3,0.8117736123446886
0,8,5,9,6,0,0.3663372509422906
4,7,9,2,1,2,0.6553858884196206
5,9,2,8,5,1,0.6117155983663638
5,9,9,8,5,3,0.8704488347254493
8,8,6,3,8,1,0.5998890633131138
2,7,8,3,2,0,0.7064991464211439
9,2,3,8,0,5,0.5284971696383638
1,8,1,5,2,6,0.526189011899369
2,5,3,2,9,2,0.7117527752068217
7,0,0,8,3,8,0.2887567983407318
4,3,0,7,4,6,0.6739038300299739
9,6,0,7,0,5,0.5210748726118887
1,3,1,7,1,9,0.431036454803133
1,5,1,7,9,9,0.6327623012153506
3,0,1,3,5,7,0.8995228855751638
1,3,1,4,0,7,0.5640382225473999
5,9,7,3,4,3,0.7396184371109739
3,7,4,7,2,6,0.7675079626161442
6,0,7,6,0,3,0.728738868017356
1,9,8,6,8,3,0.4695668383009408
4,0,6,4,6,6,0.911556160191924
7,7,3,6,1,5,0.8418264715994632
0,5,0,4,7,3,0.7220728401345884
0,6,7,6,5,2,0.7110757834973004
1,6,1,9,7,5,0.5061196480606786
7,3,0,2,1,4,0.8481837414769476
2,6,2,2,0,6,0.6995555686158785
2,9,4,6,1,2,0.6766892476489395
7,1,4,2,3,7,0.6622316666711598
2,4,7,8,8,7,0.9140041105437448
0,1,8,1,2,9,0.38424669935435607
8,0,7,6,0,0,0.5630457032201428
4,0,9,7,6,2,0.8091746151166104
4,8,0,8,3,8,0.43960561067163684
7,0,0,5,3,1,0.5306366653909382
9,3,5,1,6,1,0.47257625669325043
7,8,5,7,2,8,0.8002473824727889
5,0,7,5,5,8,0.7446546140954938
0,4,1,3,5,1,0.767418750124629
